"","V1","V2"
"meantablerf",0,0
"",0,0
"",0,0
"",0,0
"",5,22.2781746234567
"",0,0
"",0,0
"",22,91.0158794923422
"",0,0
"",0,0
"",5,22.2781746234567
"",21,99.4477450311354
"",0,0
"",23,101.564716606016
"",6,57.8100337311785
"",9.33333333333333,46.7568385476485
"",9,37.9695946395
"",5,22.2781746234567
"",53.3333333333333,167.57284207222
"",0,0
"",0,0
"",0,0
"",0,0
"",12.8,43.6728599479802
"",2,12.8840987267251
"",14,59.7037527211392
"",35.3333333333333,168.820176479125
"",20,122.187137378779
"",0,0
"",6,28.6006992921502
"",0,0
"",26,108.912809164028
"",0,0
"",2,18
"",26,109.453186340097
"",22,105.299572648705
"",0,0
"",2,15.6843871413581
"",4,52.4022900262956
"",14,39.522145690739
"",0,0
"",16.4,65.1438965735457
"",8,25.5613008110138
"",15,59.5441013031518
"",0,0
"",24,97.6831612920057
"",14,33.704406196556
"",26,116.027882138389
"",14,48.6004115208915
"",0,0
"",5,22.2781746234567
"",28,129.984614474175
"",19,87.1002809641529
"",0,0
"",13,65.4140436977401
"",3,8.33666600026653
"",8,32.6190128606002
"",10.5,38.5626515433629
"",11,35.6944584744611
"",0,0
"",0,0
"",8,32.6190128606002
"",10,32.8932786278843
"",2,31.5277655408689
"",23,133.082315720906
"",37,137.498303068505
"",2,12.8840987267251
"",20.6666666666667,94.7568373134023
"",15.5,60.2990887545502
"",6.22222222222222,26.7199043548708
"",25,146.48863349079
"",2,12.8840987267251
"",24,72.691127381545
"",2,12.8840987267251
"",18,101.134744662406
"",0,0
"",0,0
"",22,105.299572648705
"",0,0
"",0,0
"",7,35.6524220999552
"",0,0
"",0,0
"",0,0
"",0,0
